title,subhead,url,image_url,premium
Live  Article se déroulant en direct   Plusieurs zones ont été « touchées » en Israël à la suite de la dernière salve de missiles tirés dimanche soir par l’Iran,"L’armée israélienne a levé l’alerte maximale, précisant ainsi à la population qu’elle pouvait sortir des abris. Les deux pays ont poursuivi leurs opérations militaires tout au long de la journée.",https://www.lemonde.fr/international/live/2025/06/15/en-direct-israel-iran-plusieurs-zones-ont-ete-touchees-en-israel-a-la-suite-de-la-derniere-salve-de-missiles-tires-dimanche-soir-par-l-iran_6612642_3210.html,https://img.lemde.fr/2025/06/15/0/5/4780/3187/400/266/75/0/cee84b5_ftp-import-images-1-srtjlh3sgsgm-2025-06-15t185137z-905814018-rc253fa8mmgf-rtrmadp-3-iran-nuclear-israel.JPG,True
"Luca de Meo, le directeur général de Renault, quitte ses fonctions",,https://www.lemonde.fr/economie/article/2025/06/15/luca-de-meo-le-directeur-general-de-renault-quitte-ses-fonctions_6613398_3234.html,https://img.lemde.fr/2025/06/11/0/0/4495/2996/398/265/75/0/89daff8_ftp-import-images-1-zsadzj443u5c-2025-06-11t084515z-1472494781-rc280fa9s2ov-rtrmadp-3-france-tech.JPG,False
"Rachida Dati : « Pour l’audiovisuel public, le statu quo n’est pas une option »",,https://www.lemonde.fr/economie/article/2025/06/15/rachida-dati-pour-l-audiovisuel-public-le-statu-quo-n-est-pas-une-option_6613394_3234.html,https://img.lemde.fr/2025/06/15/1311/43/2289/1526/398/265/75/0/ea37b3b_upload-1-gsog5kmbeg97-080-hl-emonfrais-2700762.jpg,True
"Qu’est ce que le projet scientifique du « Coran européen », attaqué par l’extrême droite",Un projet visant à étudier l’influence du Coran en Europe du Moyen Age au XIXᵉ siècle a été la cible d’attaques au motif qu’il serait un relais d’influence pour les Frères musulmans. Des accusations qui paraissent déconnectées de la réalité de la production de ce programme de haut niveau.,https://www.lemonde.fr/le-monde-des-religions/article/2025/06/15/coran-europeen-que-contient-vraiment-ce-projet-scientifique-attaque-par-l-extreme-droite_6613237_6038514.html,https://img.lemde.fr/2025/06/12/0/0/3888/2592/398/265/75/0/9e1446d_upload-1-8kcpu1eklyfo-ap090403039549.jpg,True
"« Fière d’être brune » : à Los Angeles, le sursaut de solidarité de la jeunesse latino","Des milliers d’enfants de migrants ont manifesté samedi dans le centre-ville de la mégalopole californienne, en brandissant leur identité, pour protester contre les arrestations massives de sans-papiers ordonnées par l’administration Trump.",https://www.lemonde.fr/international/article/2025/06/15/fiere-d-etre-brune-a-los-angeles-le-sursaut-de-solidarite-de-la-jeunesse-latino_6613400_3210.html,https://img.lemde.fr/2025/06/15/0/0/5500/3666/398/265/75/0/30bb51b_upload-1-uzo4zs1hq5wf-866608.jpg,True
"EN DIRECT | PSG-Atlético de Madrid : Vitinha double la mise pour les Parisiens, à leurs aises face aux Colchoneros","Le club parisien dispute, dimanche, son premier match depuis son sacre en Ligue des champions. Il affronte l’Atlético de Madrid, à Los Angeles, pour son entrée en lice dans la Coupe du monde des clubs.",https://www.lemonde.fr/sport/live/2025/06/15/en-direct-psg-atletico-de-madrid-suivez-le-match-de-la-coupe-du-monde-des-clubs_6613391_3242.html,https://img.lemde.fr/2025/06/15/73/0/6817/4544/398/265/75/0/752a404_ftp-import-images-1-jovd31jawb4m-2025-06-15t192137z-316448538-up1el6f1hrzge-rtrmadp-3-soccer-club-psg-atm.JPG,False
"Du Pérou au Vatican, l’ascension de « Monseñor Roberto de Chiclayo » devenu Léon XIV","Le successeur de François au Vatican a longtemps vécu dans la république sud-américaine, où son sens du compromis et sa volonté d’aider les plus pauvres ont marqué les esprits. « Le Monde » est parti sur ses traces dans la ville de Chiclayo, rencontrer plusieurs témoins qui se souviennent du temps où il s’appelait encore Robert Prevost.",https://www.lemonde.fr/international/article/2025/06/15/du-perou-au-vatican-l-ascension-de-monsenor-roberto-de-chiclayo-devenu-leon-xiv_6613224_3210.html,https://img.lemde.fr/2025/06/12/12/0/2200/1466/664/442/75/0/25d1196_upload-1-hhryrz4u5cz5-000-466349d.jpg,True
Le point sur la guerre en Ukraine : les dernières informations,,https://www.lemonde.fr/international/live/2025/06/15/en-direct-guerre-en-ukraine-pres-de-3-000-drones-d-attaque-russes-lances-depuis-le-debut-du-mois_6613242_3210.html,https://img.lemde.fr/2025/06/14/0/0/6192/4128/198/132/95/0/4f316b6_ftp-import-images-1-gzvo73ibcski-2025-06-14t140706z-1094314781-rc232fasjkjs-rtrmadp-3-ukraine-crisis-attack-zaporizhzhia.JPG,False
"Depuis le Groenland, Emmanuel Macron affirme que personne en Europe ne pense que ce territoire est à « vendre ou à prendre »",,https://www.lemonde.fr/international/article/2025/06/15/emmanuel-macron-au-groenland-pour-exprimer-la-solidarite-europeenne-face-a-la-volonte-d-annexion-de-donald-trump_6613377_3210.html,https://img.lemde.fr/2025/06/15/0/0/1280/853/198/132/95/0/aa9b2a5_upload-1-020xxqcqgngo-whatsapp-image-2025-06-15-at-16-50-36-2.jpeg,False
Importantes manifestations à La Haye et Bruxelles pour interpeller les gouvernements sur le « génocide » à Gaza,,https://www.lemonde.fr/international/article/2025/06/15/importantes-manifestations-a-la-haye-et-bruxelles-pour-interpeller-les-gouvernements-sur-le-genocide-a-gaza_6613402_3210.html,https://img.lemde.fr/2025/06/15/0/0/2544/1696/198/132/95/0/13183e7_ftp-import-images-1-u4p378brthme-2025-06-15t160826z-707388649-rc213fankuov-rtrmadp-3-israel-palestinians-belgium-protest.JPG,False
